group_article,plant,location_id,article_price,min_disp_quantity,ots_main_class,ots_agg_class,class,units,revenue,open_to_ship,agg_open_to_ship,open_to_ship_add,agg_open_to_ship_add,predicted_sales,grade,package,location_segmentation,min_allocation,rid_day_land_in_store,allocatable_stock
IG6290,9530,CN447,266.88,11,E1270,FOOTWEAR_Women_1,E1270,72,16990.42,165,402,200,437,89.07817840576172,C,null,PREMIUM,68,2024-12-01,72
JP8414,9510,CN447,645.37,11,E1270,FOOTWEAR_Women_1,E1270,50,23192.81,165,402,200,437,32.87446212768555,A,null,PREMIUM,50,2024-12-16,598
JQ7832,9540,CN447,419.27,11,E1270,FOOTWEAR_Women_1,E1270,55,18816.1,165,402,200,437,44.75650405883789,A,null,PREMIUM,54,2024-12-16,1920
FY7170,9521,CN447,166.7,16,E1370,FOOTWEAR_Kids_1,E1370,63,7763.65,170,440,205,475,46.145118713378906,B,null,PREMIUM,56,2024-12-01,961
ID3375,9510,CN447,354.66,16,E1370,FOOTWEAR_Kids_1,E1370,52,12611.6,170,440,205,475,35.11935806274414,A,null,PREMIUM,52,2024-12-01,3306
ID3377,9540,CN447,354.66,16,E1370,FOOTWEAR_Kids_1,E1370,53,12767.76,170,440,205,475,36.00702667236328,A,null,PREMIUM,52,2024-12-01,267
IF5987,9510,CN447,234.04,16,E1370,FOOTWEAR_Kids_1,E1370,63,11189.19,170,440,205,475,47.61776351928711,C,null,PREMIUM,56,2024-12-01,1813
IF5986,9540,CN447,278.2,16,E1370,FOOTWEAR_Kids_1,E1370,62,12944.02,170,440,205,475,46.055477142333984,B,null,PREMIUM,56,2024-12-01,305
IF5006,9510,CN447,354.66,16,21535,FOOTWEAR_Kids_1,21535,70,20389.77,70,440,105,475,39.9820556640625,A,null,PREMIUM,54,2024-12-01,3632
JQ3498,9540,CN447,278.2,16,21374,FOOTWEAR_Kids_1,21374,71,15281.09,23,440,58,475,54.856895446777344,B,null,PREMIUM,59,2024-12-01,3312
AH2319,9524,CN219,501.21,10,11120,FOOTWEAR_Men_1,11120,107,48495.81,3168,29180,3238,29250,96.5149154663086,B,null,PREMIUM_PLUS,106,2024-12-01,694
EG2740,9524,CN219,327.85,10,21153,FOOTWEAR_Men_1,21153,123,35708.47,549,29180,619,29250,108.83422088623047,C,null,PREMIUM_PLUS,110,2024-12-01,503
EH1686,9521,CN219,348.2,10,21174,FOOTWEAR_Men_1,21174,124,39694.8,9262,29180,9332,29250,114.02433013916016,A,null,PREMIUM_PLUS,111,2024-12-01,3816
FX6515,9521,CN219,516.17,10,E1170,FOOTWEAR_Men_1,E1170,104,48310.01,32562,29180,32632,29250,93.18643188476562,A,null,PREMIUM_PLUS,104,2024-12-01,1243
GW5488,9521,CN219,322.36,10,E1170,FOOTWEAR_Men_1,E1170,126,37267,32562,29180,32632,29250,115.21357727050781,A,null,PREMIUM_PLUS,112,2024-12-01,6964
GY3589,9521,CN219,445.46,10,21135,FOOTWEAR_Men_1,21135,237,69717.47,4676,29180,4746,29250,86.01339721679688,B,null,PREMIUM_PLUS,102,2024-12-01,1266
GW5489,9521,CN219,322.36,10,E1170,FOOTWEAR_Men_1,E1170,126,37267,32562,29180,32632,29250,115.21357727050781,A,null,PREMIUM_PLUS,112,2024-12-01,1890
GY0018,9530,CN219,774.58,10,21135,FOOTWEAR_Men_1,21135,196,112273.31,4676,29180,4746,29250,103.89468383789062,A,null,PREMIUM_PLUS,108,2024-12-09,753
GY0019,9510,CN219,774.58,10,21135,FOOTWEAR_Men_1,21135,195,112273.31,4676,29180,4746,29250,103.89468383789062,A,null,PREMIUM_PLUS,108,2024-12-16,556
H04252,9521,CN219,445.46,10,21135,FOOTWEAR_Men_1,21135,93,31926.66,4676,29180,4746,29250,60.34245300292969,B,null,PREMIUM_PLUS,93,2024-12-01,818
GZ0777,9521,CN219,445.46,10,21135,FOOTWEAR_Men_1,21135,237,70475.03,4676,29180,4746,29250,89.41462707519531,B,null,PREMIUM_PLUS,103,2024-12-01,1417
H04429,9524,CN219,451.57,10,21135,FOOTWEAR_Men_1,21135,218,65320.77,4676,29180,4746,29250,87.19276428222656,A,null,PREMIUM_PLUS,102,2024-12-01,1055
H04429,9526,CN219,451.57,10,21135,FOOTWEAR_Men_1,21135,18,5393.46,4676,29180,4746,29250,87.19276428222656,A,null,PREMIUM_PLUS,102,2024-12-01,636
ID1128,9524,CN219,483.87,10,21135,FOOTWEAR_Men_1,21135,152,47575.59,4676,29180,4746,29250,81.08141326904297,A,null,PREMIUM_PLUS,100,2024-12-01,1280
ID1128,9526,CN219,483.87,10,21135,FOOTWEAR_Men_1,21135,90,28169.76,4676,29180,4746,29250,81.08141326904297,A,null,PREMIUM_PLUS,100,2024-12-01,861
ID2099,9524,CN219,529.09,10,21135,FOOTWEAR_Men_1,21135,25,11082.92,4676,29180,4746,29250,77.57703399658203,B,null,PREMIUM_PLUS,99,2024-12-01,600
ID2099,9526,CN219,529.09,10,21135,FOOTWEAR_Men_1,21135,75,33248.75,4676,29180,4746,29250,77.57703399658203,B,null,PREMIUM_PLUS,99,2024-12-01,301
ID2097,9524,CN219,529.09,10,21135,FOOTWEAR_Men_1,21135,139,49234.64,4676,29180,4746,29250,78.17788696289062,B,null,PREMIUM_PLUS,99,2024-12-01,906
ID2097,9526,CN219,529.09,10,21135,FOOTWEAR_Men_1,21135,67,23562.29,4676,29180,4746,29250,78.17788696289062,B,null,PREMIUM_PLUS,99,2024-12-01,454
ID0542,9524,CN219,580.77,10,21135,FOOTWEAR_Men_1,21135,234,98286.41,4676,29180,4746,29250,114.46931457519531,A,null,PREMIUM_PLUS,111,2024-12-01,1929
ID1126,9521,CN219,483.87,10,21135,FOOTWEAR_Men_1,21135,244,72803.69,4676,29180,4746,29250,66.92251586914062,A,null,PREMIUM_PLUS,96,2024-12-01,758
IF0882,9524,CN219,529.09,10,21135,FOOTWEAR_Men_1,21135,97,42096.04,4676,29180,4746,29250,72.1261978149414,B,null,PREMIUM_PLUS,97,2024-12-01,490
ID4717,9524,CN219,613.07,10,21135,FOOTWEAR_Men_1,21135,93,43466.19,4676,29180,4746,29250,58.79846954345703,A,null,PREMIUM_PLUS,93,2024-12-01,804
IE3452,9524,CN219,556.96,10,E1170,FOOTWEAR_Men_1,E1170,128,65558.54,32562,29180,32632,29250,117.41561126708984,B,null,PREMIUM_PLUS,112,2024-12-01,1926
ID6067,9524,CN219,445.46,10,21135,FOOTWEAR_Men_1,21135,185,37510.44,4676,29180,4746,29250,94.7835693359375,B,null,PREMIUM_PLUS,105,2024-12-01,659
ID6067,9526,CN219,445.46,10,21135,FOOTWEAR_Men_1,21135,275,54047.31,4676,29180,4746,29250,94.7835693359375,B,null,PREMIUM_PLUS,105,2024-12-01,346
ID3570,9521,CN219,367.58,10,E1170,FOOTWEAR_Men_1,E1170,117,39247.68,32562,29180,32632,29250,106.54634094238281,A,null,PREMIUM_PLUS,109,2024-12-01,935
ID3573,9524,CN219,386.96,10,E1170,FOOTWEAR_Men_1,E1170,40,14633.22,32562,29180,32632,29250,180.14137268066406,A,null,PREMIUM_PLUS,133,2024-12-01,846
ID3573,9526,CN219,386.96,10,E1170,FOOTWEAR_Men_1,E1170,150,55240.41,32562,29180,32632,29250,180.14137268066406,A,null,PREMIUM_PLUS,133,2024-12-01,433
IF9080,9540,CN219,556.96,10,E1170,FOOTWEAR_Men_1,E1170,125,63884.44,32562,29180,32632,29250,114.40406036376953,B,null,PREMIUM_PLUS,111,2024-12-16,4392
IF4492,9540,CN219,354.66,10,E1170,FOOTWEAR_Men_1,E1170,142,46717.11,32562,29180,32632,29250,131.44732666015625,A,null,PREMIUM_PLUS,117,2024-12-16,2209
IH7799,9540,CN219,668.47,10,E1170,FOOTWEAR_Men_1,E1170,127,77959.27,32562,29180,32632,29250,116.24688720703125,B,null,PREMIUM_PLUS,112,2024-12-01,4300
JH7143,9530,CN219,516.17,10,21135,FOOTWEAR_Men_1,21135,310,103881.48,4676,29180,4746,29250,102.50878143310547,A,null,PREMIUM_PLUS,108,2024-12-01,1417
JQ2721,9510,CN219,386.96,10,E1170,FOOTWEAR_Men_1,E1170,56,20613.15,32562,29180,32632,29250,205.8382568359375,A,null,PREMIUM_PLUS,142,2024-12-16,999
JQ2721,9540,CN219,386.96,10,E1170,FOOTWEAR_Men_1,E1170,161,59262.8,32562,29180,32632,29250,205.8382568359375,A,null,PREMIUM_PLUS,142,2024-12-16,3984
JQ4940,9510,CN219,515.46,10,E1170,FOOTWEAR_Men_1,E1170,137,65319.51,32562,29180,32632,29250,126.44161987304688,C,null,PREMIUM_PLUS,115,2024-12-01,649
JR0086,9510,CN219,354.66,10,E1170,FOOTWEAR_Men_1,E1170,157,52050.66,32562,29180,32632,29250,146.52426147460938,A,null,PREMIUM_PLUS,122,2024-12-16,1639
JQ6140,9540,CN219,398.2,10,21105,FOOTWEAR_Men_1,21105,119,43403.8,1410,29180,1480,29250,109.03705596923828,C,null,PREMIUM_PLUS,110,2024-12-01,726
JQ2974,9510,CN219,839.18,10,E1170,FOOTWEAR_Men_1,E1170,15,11621.49,32562,29180,32632,29250,130.20054626464844,A,null,PREMIUM_PLUS,117,2024-12-01,419
JQ2974,9540,CN219,839.18,10,E1170,FOOTWEAR_Men_1,E1170,126,98395.24,32562,29180,32632,29250,130.20054626464844,A,null,PREMIUM_PLUS,117,2024-12-01,608
JR3086,9540,CN219,562.36,10,E1170,FOOTWEAR_Men_1,E1170,107,54478.99,32562,29180,32632,29250,96.75131225585938,C,null,PREMIUM_PLUS,106,2024-12-01,4035
JQ4948,9540,CN219,612.72,10,E1170,FOOTWEAR_Men_1,E1170,161,75118.86,32562,29180,32632,29250,94.7209701538086,B,null,PREMIUM_PLUS,105,2024-12-01,1035
JQ8539,9510,CN219,386.96,10,E1170,FOOTWEAR_Men_1,E1170,266,72144.89,32562,29180,32632,29250,116.8803482055664,A,null,PREMIUM_PLUS,112,2024-12-09,5477
JR5533,9510,CN219,386.96,10,E1170,FOOTWEAR_Men_1,E1170,119,42830.61,32562,29180,32632,29250,138.17718505859375,A,null,PREMIUM_PLUS,119,2024-12-16,194
JR5533,9540,CN219,386.96,10,E1170,FOOTWEAR_Men_1,E1170,30,10797.63,32562,29180,32632,29250,138.17718505859375,A,null,PREMIUM_PLUS,119,2024-12-16,2565
JR5534,9540,CN219,386.96,10,E1170,FOOTWEAR_Men_1,E1170,149,53628.24,32562,29180,32632,29250,138.17718505859375,A,null,PREMIUM_PLUS,119,2024-12-16,2211
JR5544,9540,CN219,386.96,10,E1170,FOOTWEAR_Men_1,E1170,171,62174.83,32562,29180,32632,29250,160.35018920898438,A,null,PREMIUM_PLUS,127,2024-12-16,3451
JR6344,9540,CN219,451.57,10,21135,FOOTWEAR_Men_1,21135,258,83605.12,4676,29180,4746,29250,122.28643035888672,A,null,PREMIUM_PLUS,114,2024-12-09,5555
JR6343,9540,CN219,451.57,10,21135,FOOTWEAR_Men_1,21135,255,82298.18,4676,29180,4746,29250,119.49798583984375,A,null,PREMIUM_PLUS,113,2024-12-09,11137
JR6346,9540,CN219,451.57,10,21135,FOOTWEAR_Men_1,21135,258,83605.12,4676,29180,4746,29250,122.28643035888672,A,null,PREMIUM_PLUS,114,2024-12-16,6339
JR6345,9530,CN219,451.57,10,21135,FOOTWEAR_Men_1,21135,271,85554.27,4676,29180,4746,29250,117.919189453125,A,null,PREMIUM_PLUS,113,2024-12-16,1554
JR8309,9540,CN219,354.66,10,E1170,FOOTWEAR_Men_1,E1170,285,76960.49,32562,29180,32632,29250,158.99586486816406,A,null,PREMIUM_PLUS,126,2024-12-09,6312
JR8215,9510,CN219,645.37,10,E1170,FOOTWEAR_Men_1,E1170,157,94841.21,32562,29180,32632,29250,146.9126739501953,A,null,PREMIUM_PLUS,122,2024-12-16,4027
JS1031,9540,CN219,386.96,10,E1170,FOOTWEAR_Men_1,E1170,266,72144.89,32562,29180,32632,29250,116.8803482055664,A,null,PREMIUM_PLUS,112,2024-12-09,10940
JS1123,9530,CN219,386.96,10,E1170,FOOTWEAR_Men_1,E1170,266,72144.89,32562,29180,32632,29250,116.8803482055664,A,null,PREMIUM_PLUS,112,2024-12-09,3690
Q47235,9521,CN219,386.96,10,11117,FOOTWEAR_Men_1,11117,94,27969.76,0,29180,0,29250,60.561519622802734,A,null,PREMIUM_PLUS,94,2024-12-01,1490
JS3657,9510,CN219,515.46,10,E1170,FOOTWEAR_Men_1,E1170,25,11936.02,32562,29180,32632,29250,126.7904052734375,C,null,PREMIUM_PLUS,116,2024-12-01,444
JS3657,9540,CN219,515.46,10,E1170,FOOTWEAR_Men_1,E1170,112,53473.38,32562,29180,32632,29250,126.7904052734375,C,null,PREMIUM_PLUS,116,2024-12-01,698
FI0823,9540,CN219,257.76,9,E2170,APPAREL_Men_1,E2170,161,39090.86,112354,284609,112414,284669,151.3120880126953,A,null,PREMIUM_PLUS,113,2024-12-09,2738
GK8831,9524,CN219,257.76,9,E2170,APPAREL_Men_1,E2170,245,42252.14,112354,284609,112414,284669,90.84092712402344,A,null,PREMIUM_PLUS,93,2024-12-01,1626
GK9032,9540,CN219,322.36,9,E2170,APPAREL_Men_1,E2170,293,60960.72,112354,284609,112414,284669,94.21516418457031,A,null,PREMIUM_PLUS,94,2024-12-09,11744
GD2763,9521,CN219,290.06,9,E2170,APPAREL_Men_1,E2170,239,44681.42,112354,284609,112414,284669,78.08397674560547,A,null,PREMIUM_PLUS,89,2024-12-01,2318
GK9034,9540,CN219,322.36,9,E2170,APPAREL_Men_1,E2170,301,69191.64,112354,284609,112414,284669,137.28176879882812,A,null,PREMIUM_PLUS,109,2024-12-09,5600
GK9033,9540,CN219,322.36,9,E2170,APPAREL_Men_1,E2170,293,60960.72,112354,284609,112414,284669,94.21516418457031,A,null,PREMIUM_PLUS,94,2024-12-09,11636
H40228,9521,CN219,386.96,9,E2170,APPAREL_Men_1,E2170,123,44092.03,112354,284609,112424,284679,113.88934326171875,A,null,PREMIUM_PLUS,111,2024-12-01,565
HZ2600,9526,CN219,903.78,9,12117,APPAREL_Men_1,12117,103,83564.58,10605,284609,10675,284679,90.92240142822266,A,null,PREMIUM_PLUS,103,2024-12-01,540
HZ5345,9524,CN219,903.78,9,12117,APPAREL_Men_1,12117,113,93721.86,10605,284609,10675,284679,103.39972686767578,A,null,PREMIUM_PLUS,107,2024-12-01,3999
IV7584,9526,CN219,322.36,9,E2170,APPAREL_Men_1,E2170,134,40262.77,112354,284609,112414,284669,124.800048828125,A,null,PREMIUM_PLUS,105,2024-12-01,1925
IV7604,9540,CN219,354.66,9,E2170,APPAREL_Men_1,E2170,180,60578.51,112354,284609,112414,284669,170.61456298828125,A,null,PREMIUM_PLUS,120,2024-12-16,1496
JF0963,9540,CN219,516.17,9,E2170,APPAREL_Men_1,E2170,405,134599.86,112354,284609,112424,284679,125.53305053710938,A,null,PREMIUM_PLUS,115,2024-12-09,11015
JE2765,9540,CN219,173.07,9,12109,APPAREL_Men_1,12109,98,15503.61,7469,284609,7529,284669,89.1600341796875,C,null,PREMIUM_PLUS,93,2024-12-01,397
JI9125,9540,CN219,709.97,9,12110,APPAREL_Men_1,12110,94,60300.36,16830,284609,16890,284669,84.8673324584961,A,null,PREMIUM_PLUS,91,2024-12-01,202
JG3844,9540,CN219,1097.58,9,E2170,APPAREL_Men_1,E2170,323,234154.67,112354,284609,112424,284679,112.67445373535156,A,null,PREMIUM_PLUS,111,2024-12-01,3464
JF0965,9540,CN219,516.17,9,E2170,APPAREL_Men_1,E2170,405,134599.86,112354,284609,112424,284679,125.53305053710938,A,null,PREMIUM_PLUS,115,2024-12-09,6293
JM5672,9540,CN219,389.71,9,22105,APPAREL_Men_1,22105,232,60272.7,47633,284609,47693,284669,86.3207778930664,B,null,PREMIUM_PLUS,92,2024-12-01,900
JM3404,9540,CN219,386.96,9,E2170,APPAREL_Men_1,E2170,363,96642.52,112354,284609,112414,284669,145.49615478515625,A,null,PREMIUM_PLUS,111,2024-12-16,5681
JN3793,9510,CN219,516.17,9,22135,APPAREL_Men_1,22135,99,40350.55,208460,284609,208520,284669,65.34597778320312,A,null,PREMIUM_PLUS,85,2024-12-01,629
JN7477,9540,CN219,516.17,9,E2170,APPAREL_Men_1,E2170,303,105846.36,112354,284609,112424,284679,116.12207794189453,A,null,PREMIUM_PLUS,112,2024-12-01,3951
JN7479,9540,CN219,839.18,9,E2170,APPAREL_Men_1,E2170,270,161878.99,112354,284609,112424,284679,124.80278778076172,A,null,PREMIUM_PLUS,115,2024-12-01,4042
JV6194,9540,CN219,903.78,9,E2170,APPAREL_Men_1,E2170,183,156878.92,112354,284609,112424,284679,173.1617431640625,A,null,PREMIUM_PLUS,131,2024-12-01,1080
JV6193,9540,CN219,903.78,9,E2170,APPAREL_Men_1,E2170,169,144314.25,112354,284609,112424,284679,159.35702514648438,A,null,PREMIUM_PLUS,126,2024-12-01,2390
GW5493,9524,CN219,322.36,11,E1270,FOOTWEAR_Women_1,E1270,134,39596.87,3719,11014,3789,11084,122.66864776611328,A,null,PREMIUM_PLUS,115,2024-12-01,3017
GY6822,9524,CN219,501.21,11,21235,FOOTWEAR_Women_1,21235,94,35868.83,5312,11014,5382,11084,60.12895584106445,B,null,PREMIUM_PLUS,94,2024-12-01,1210
HP9625,9524,CN219,501.21,11,21235,FOOTWEAR_Women_1,21235,94,36227.89,5312,11014,5382,11084,61.56172561645508,B,null,PREMIUM_PLUS,94,2024-12-01,1007
HR1931,9524,CN219,367.58,11,21274,FOOTWEAR_Women_1,21274,100,30933.67,157,11014,227,11084,79.30986785888672,A,null,PREMIUM_PLUS,100,2024-12-01,2334
JP7106,9510,CN219,386.96,11,E1270,FOOTWEAR_Women_1,E1270,145,51670.7,3719,11014,3789,11084,133.05963134765625,A,null,PREMIUM_PLUS,118,2024-12-16,4734
JP8414,9540,CN219,645.37,11,E1270,FOOTWEAR_Women_1,E1270,127,74726.62,3719,11014,3789,11084,115.57762145996094,A,null,PREMIUM_PLUS,112,2024-12-16,2397
JQ7832,9540,CN219,419.27,11,E1270,FOOTWEAR_Women_1,E1270,114,43157.02,3719,11014,3789,11084,102.86742401123047,A,null,PREMIUM_PLUS,108,2024-12-16,1920
GY6648,9524,CN219,222.45,16,E1370,FOOTWEAR_Kids_1,E1370,105,19767.73,5478,19194,5548,19264,88.72742462158203,B,null,PREMIUM_PLUS,105,2024-12-01,404
HP8970,9521,CN219,212.54,16,E1570,FOOTWEAR_Kids_1,E1570,122,22650.61,849,19194,919,19264,106.14204406738281,A,null,PREMIUM_PLUS,111,2024-12-01,897
IF5006,9510,CN219,354.66,16,21535,FOOTWEAR_Kids_1,21535,123,35779.15,4324,19194,4394,19264,94.76593780517578,A,null,PREMIUM_PLUS,107,2024-12-01,3632
IF5985,9510,CN219,322.36,16,E1370,FOOTWEAR_Kids_1,E1370,101,26220.34,5478,19194,5548,19264,77.6773681640625,A,null,PREMIUM_PLUS,101,2024-12-01,876
IG5387,9510,CN219,250.33,16,E1370,FOOTWEAR_Kids_1,E1370,104,21949.02,5478,19194,5548,19264,87.36067199707031,B,null,PREMIUM_PLUS,104,2024-12-01,1896
IF5986,9510,CN219,278.2,16,E1370,FOOTWEAR_Kids_1,E1370,100,22135.7,5478,19194,5548,19264,75.13516998291016,B,null,PREMIUM_PLUS,100,2024-12-01,3166
JQ3498,9540,CN219,278.2,16,21374,FOOTWEAR_Kids_1,21374,100,22063.8,430,19194,500,19264,74.61827850341797,B,null,PREMIUM_PLUS,100,2024-12-01,3312
IT4047,9510,CN219,173.07,9,E2370,APPAREL_Kids_1,E2370,86,12763.5,141600,183096,141660,183156,70.49522399902344,C,null,PREMIUM_PLUS,86,2024-12-01,819
IT4044,9510,CN219,257.76,9,E2370,APPAREL_Kids_1,E2370,89,20186.64,141600,183096,141660,183156,76.63126373291016,A,null,PREMIUM_PLUS,89,2024-12-01,1236
IT1755,9510,CN219,250.33,9,E2370,APPAREL_Kids_1,E2370,95,18879.75,141600,183096,141670,183166,64.83889770507812,B,null,PREMIUM_PLUS,95,2024-12-01,818
IT7273,9510,CN219,205.73,9,22535,APPAREL_Kids_1,22535,75,10355.32,3820,183096,3880,183156,34.66905212402344,B,null,PREMIUM_PLUS,75,2024-12-01,928
JM9181,9540,CN219,445.46,9,22335,APPAREL_Kids_1,22335,122,50661.28,31044,183096,31114,183166,113.45601654052734,B,null,PREMIUM_PLUS,111,2024-12-01,172
JM9182,9540,CN219,445.46,9,22335,APPAREL_Kids_1,22335,118,48555.14,31044,183096,31114,183166,113.45601654052734,B,null,PREMIUM_PLUS,111,2024-12-01,118
GM5559,9526,CN219,238.38,9,E2270,APPAREL_Women_1,E2270,101,21908.87,74328,103922,74388,103982,91.81465911865234,A,null,PREMIUM_PLUS,94,2024-12-01,415
IS0914,9510,CN219,451.57,9,E2270,APPAREL_Women_1,E2270,173,56593.93,74328,103922,74388,103982,86.65409088134766,A,null,PREMIUM_PLUS,92,2024-12-09,2388
IN1836,9540,CN219,451.57,9,E2270,APPAREL_Women_1,E2270,173,56593.93,74328,103922,74388,103982,86.65409088134766,A,null,PREMIUM_PLUS,92,2024-12-09,9407
IV7566,9526,CN219,386.96,9,E2270,APPAREL_Women_1,E2270,116,41284.76,74328,103922,74388,103982,106.37999725341797,A,null,PREMIUM_PLUS,98,2024-12-01,421
IV7567,9521,CN219,322.36,9,E2270,APPAREL_Women_1,E2270,207,41038.3,74328,103922,74388,103982,55.611595153808594,A,null,PREMIUM_PLUS,82,2024-12-01,698
JV9152,9540,CN219,302.98,9,E2270,APPAREL_Women_1,E2270,89,23873.77,74328,103922,74388,103982,77.59307098388672,A,null,PREMIUM_PLUS,89,2024-12-16,1200
JV9149,9540,CN219,302.98,9,E2270,APPAREL_Women_1,E2270,89,23873.77,74328,103922,74388,103982,77.59307098388672,A,null,PREMIUM_PLUS,89,2024-12-16,1157
GX6630,9540,CN880,839.18,10,E1170,FOOTWEAR_Men_1,E1170,226,151580.5,1746,1623,1781,1658,65.62930297851562,A,null,PREMIUM,60,2024-12-16,3729
JR8308,9540,CN880,306.08,10,E1170,FOOTWEAR_Men_1,E1170,147,45059.35,1746,1623,1781,1658,66.13494873046875,B,null,PREMIUM,60,2024-12-16,5884
JR3186,9530,CN880,451.57,10,E1170,FOOTWEAR_Men_1,E1170,129,79389.83,1746,1623,1781,1658,44.616943359375,A,null,PREMIUM,53,2024-12-09,4425
JP8235,9540,CN880,354.66,10,21174,FOOTWEAR_Men_1,21174,126,64930.34,654,1623,689,1658,67.15543365478516,A,null,PREMIUM,61,2024-12-09,11399
EH1686,9521,CN880,348.2,10,21174,FOOTWEAR_Men_1,21174,95,34329.21,654,1623,689,1658,66.18098449707031,A,null,PREMIUM,60,2024-12-01,3816
GY6605,9540,CN880,645.37,10,E1170,FOOTWEAR_Men_1,E1170,60,35897.72,1746,1623,1781,1658,55.2469367980957,A,null,PREMIUM,57,2024-12-16,1947
GZ8959,9521,CN880,501.21,10,21173,FOOTWEAR_Men_1,21173,60,24962.76,578,1623,613,1658,49.61000061035156,B,null,PREMIUM,55,2024-12-01,2373
ID6212,9530,CN880,483.87,10,21173,FOOTWEAR_Men_1,21173,60,21193.55,578,1623,613,1658,43.60020065307617,A,null,PREMIUM,53,2024-12-01,192
IF9080,9540,CN880,556.96,10,E1170,FOOTWEAR_Men_1,E1170,60,30575.03,1746,1623,1781,1658,54.79255676269531,B,null,PREMIUM,57,2024-12-16,4392
FY6007,9526,CN880,189,10,21174,FOOTWEAR_Men_1,21174,60,9772.76,654,1623,689,1658,51.415462493896484,B,null,PREMIUM,55,2024-12-01,833
GW5488,9521,CN880,322.36,10,E1170,FOOTWEAR_Men_1,E1170,60,20240.31,1746,1623,1781,1658,62.57581329345703,A,null,PREMIUM,59,2024-12-01,6964
IF3768,9540,CN880,645.37,10,E1170,FOOTWEAR_Men_1,E1170,60,32739.82,1746,1623,1781,1658,50.46063232421875,A,null,PREMIUM,55,2024-12-09,5224
JR8215,9540,CN880,645.37,10,E1170,FOOTWEAR_Men_1,E1170,60,35374.54,1746,1623,1781,1658,54.62560272216797,A,null,PREMIUM,57,2024-12-16,6152
EG0951,9521,CN880,189,10,21174,FOOTWEAR_Men_1,21174,60,9389.75,654,1623,689,1658,49.36238479614258,B,null,PREMIUM,55,2024-12-01,2679
JS1031,9510,CN880,386.96,10,E1170,FOOTWEAR_Men_1,E1170,60,39647.71,1746,1623,1781,1658,47.91889953613281,A,null,PREMIUM,54,2024-12-09,4206
IH7799,9540,CN880,668.47,10,E1170,FOOTWEAR_Men_1,E1170,60,27441.91,1746,1623,1781,1658,40.10365295410156,B,null,PREMIUM,52,2024-12-01,4300
IF4492,9540,CN880,354.66,10,E1170,FOOTWEAR_Men_1,E1170,60,14891.3,1746,1623,1781,1658,41.97506332397461,A,null,PREMIUM,52,2024-12-16,2209
JR3086,9540,CN880,562.36,10,E1170,FOOTWEAR_Men_1,E1170,60,23063.98,1746,1623,1781,1658,40.025691986083984,C,null,PREMIUM,52,2024-12-01,4035
JQ8539,9530,CN880,386.96,10,E1170,FOOTWEAR_Men_1,E1170,60,18558.39,1746,1623,1781,1658,47.91889953613281,A,null,PREMIUM,54,2024-12-09,2435
JS1123,9510,CN880,386.96,10,E1170,FOOTWEAR_Men_1,E1170,60,39647.71,1746,1623,1781,1658,47.91889953613281,A,null,PREMIUM,54,2024-12-09,4493
DW6869,9524,CN880,205.73,9,12109,APPAREL_Men_1,12109,58,9987.06,1507,7359,1542,7394,48.08900451660156,B,null,PREMIUM,54,2024-12-01,821
GK9033,9540,CN880,322.36,9,E2170,APPAREL_Men_1,E2170,48,11031.23,0,7359,0,7394,29.44042205810547,A,null,PREMIUM,48,2024-12-09,11636
GK9032,9540,CN880,322.36,9,E2170,APPAREL_Men_1,E2170,48,11031.23,0,7359,0,7394,29.44042205810547,A,null,PREMIUM,48,2024-12-09,11744
JM9095,9540,CN880,257.76,9,E2170,APPAREL_Men_1,E2170,62,13840.68,0,7359,0,7394,53.39197540283203,A,null,PREMIUM,56,2024-12-09,8527
JM5682,9540,CN880,304.4,9,22105,APPAREL_Men_1,22105,42,7054.23,8360,7359,8395,7394,13.348437309265137,C,null,PREMIUM,42,2024-12-01,900
ID1151,9510,CN880,290.06,16,21374,FOOTWEAR_Kids_1,21374,48,8125.71,133,1306,168,1341,24.027753829956055,A,null,PREMIUM,48,2024-12-01,1716
ID3375,9510,CN880,354.66,16,E1370,FOOTWEAR_Kids_1,E1370,49,10521.43,479,1306,514,1341,26.33246421813965,A,null,PREMIUM,49,2024-12-01,3306
ID8495,9510,CN880,333.96,16,11320,FOOTWEAR_Kids_1,11320,79,20892.22,5,1306,40,1341,62.118072509765625,B,null,PREMIUM,61,2024-12-01,752
IF5987,9510,CN880,234.04,16,E1370,FOOTWEAR_Kids_1,E1370,51,7682.13,479,1306,514,1341,30.648027420043945,C,null,PREMIUM,51,2024-12-01,1813
IF5006,9540,CN880,354.66,16,21535,FOOTWEAR_Kids_1,21535,94,19914.06,94,1306,129,1341,33.29945373535156,A,null,PREMIUM,51,2024-12-01,4348
IF5986,9510,CN880,278.2,16,E1370,FOOTWEAR_Kids_1,E1370,50,8746,479,1306,514,1341,28.87563705444336,B,null,PREMIUM,50,2024-12-01,3166
JH6374,9510,CN880,386.96,16,21335,FOOTWEAR_Kids_1,21335,50,12431.7,404,1306,439,1341,30.253177642822266,A,null,PREMIUM,50,2024-12-01,1308
JQ3499,9540,CN880,278.2,16,21374,FOOTWEAR_Kids_1,21374,53,10280.37,133,1306,168,1341,36.90632629394531,B,null,PREMIUM,53,2024-12-01,1965
JQ3498,9540,CN880,278.2,16,21374,FOOTWEAR_Kids_1,21374,53,10510.75,133,1306,168,1341,37.56251525878906,B,null,PREMIUM,53,2024-12-01,3312
